,Location,count,mean,std,min,25%,50%,75%,max,address
1237,2520WOOD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2520WOOD
1238,2525 ELYSIUM,4.0,110.0,67.8232998313,30.0,67.5,115.0,157.5,180.0,2525 ELYSIUM
1239,2525 PORTLAND STREET,2.0,70.0,28.2842712475,50.0,60.0,70.0,80.0,90.0,2525 PORTLAND STREET
1240,2525ELYSIUM,9.0,73.3333333333,65.574385243,0.0,30.0,50.0,80.0,180.0,2525ELYSIUM
1241,2540ONYX ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2540ONYX ST
1242,2549 HILYARD,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2549 HILYARD
1243,2555 GILHAM RD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2555 GILHAM RD
1244,2560 ALDER,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2560 ALDER
1245,2570WINDSOR CIRCLE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2570WINDSOR CIRCLE
1246,2575TYLER,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,2575TYLER
1247,258 POLK STREET,2.0,70.0,14.1421356237,60.0,65.0,70.0,75.0,80.0,258 POLK STREET
1248,2580 KINSROW,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2580 KINSROW
1249,2580 WILLAKENZIE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2580 WILLAKENZIE
1250,2582BEAN,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,2582BEAN
1251,2596 W 28TH,1.0,40.0,,40.0,40.0,40.0,40.0,40.0,2596 W 28TH
1252,2596W.27TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2596W.27TH
1253,25TH AVE HARRIS ST KINCA,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,25TH & HARRIS
1254,25TH AVE HARRIS ST POTTE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25TH & HARRIS
1255,25TH AVE KINCAID ST ALDE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,25TH & KINCAID
1256,25TH AVE NIXON AGATE ST,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,25TH & AGATE
1257,2600 BLOCK HENDRICKS RID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2600 BLOCK HENDRICKS RID
1258,2600 BLOCKOLIVE ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2600 BLOCKOLIVE ST
1259,2600 JUSTINE LANE,2.0,25.0,35.3553390593,0.0,12.5,25.0,37.5,50.0,2600 JUSTINE LANE
1260,2612EMERALD ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,2612EMERALD ST
1261,263 MILL ST,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,263 MILL ST
1262,2630 W 7TH PLACE,1.0,45.0,,45.0,45.0,45.0,45.0,45.0,2630 W 7TH PLACE
1263,2630CRESTA DE RUTA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630CRESTA DE RUTA
1264,2632 JUSTINE LANE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2632 JUSTINE LANE
1265,2635 POTTER ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635 POTTER ST
1266,2647 WEST 29TH AVE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2647 WEST 29TH AVE
1267,2650 PORTLAND STREET,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2650 PORTLAND STREET
1268,2650 SUSANNE WAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2650 SUSANNE WAY
1269,2673 POTTER ST.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2673 POTTER ST.
1270,26TH AVE ALDER ST KINCAI,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,26TH & ALDER
1271,2700 BLOCKEDISON,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2700 BLOCKEDISON
1272,2700 BLOCKMADISON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2700 BLOCKMADISON
1273,2700 BLOCKOAK,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2700 BLOCKOAK
1274,2700 BLOCKSPRING BLVD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2700 BLOCKSPRING BLVD
1275,270SUNSHINE ACRES,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,270SUNSHINE ACRES
1276,2710W.22ND,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,2710W.22ND
1277,2730 EDISON,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2730 EDISON
1278,2740 EDISON,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2740 EDISON
1279,2740TULIP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2740TULIP
1280,2775 HILYARD,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2775 HILYARD
1281,2777 MARTIN LUTHER KING BLVD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2777 MARTIN LUTHER KING BLVD
1282,2788PORTLAND,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2788PORTLAND
1283,2800 BLOCKCHAMBERS,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2800 BLOCKCHAMBERS
1284,281 VALLEY RIVER CENTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,281 VALLEY RIVER CENTER
1285,2825 UNIVERSITY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825 UNIVERSITY
1286,2828 CHAD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828 CHAD
1287,2828 CHAD (COSTCO),1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2828 CHAD (COSTCO)
1288,2828 CHAD - COSTCO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2828 CHAD - COSTCO
1289,2828 CHAD COSTCO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2828 CHAD COSTCO
1290,2828 CHAD DR.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2828 CHAD DR.
1291,"2828 CHAD DR., EUGENE",1.0,240.0,,240.0,240.0,240.0,240.0,240.0,"2828 CHAD DR., EUGENE"
1292,2828 CHAD DRIVE,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828 CHAD DRIVE
1293,2828 CHAD DRIVE COSCO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2828 CHAD DRIVE COSCO
1294,2832 WINGATE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,2832 WINGATE
1295,28416TH AVE E,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,28416TH AVE E
1296,284E. 16TH @ HIGH,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,284E. 16TH @ HIGH
1297,2855 UNIVERSITY,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,2855 UNIVERSITY
1298,2860 KINCAID STREET,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2860 KINCAID STREET
1299,2864 WILLAMETTE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2864 WILLAMETTE
1300,286JACKSON,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,286JACKSON
1301,2873APPLEWOOD,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,2873APPLEWOOD
1302,2888 CRESCENT DR,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2888 CRESCENT DR
1303,28TH & CHAMBERS,1.0,19.0,,19.0,19.0,19.0,19.0,19.0,28TH & CHAMBERS
1304,28TH AVE ALDER ST HILYAR,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,28TH & ALDER
1305,28TH AVE FRIENDLY ADAMS,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,28TH AVE FRIENDLY ADAMS
1306,2907APPLEWOOD,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,2907APPLEWOOD
1307,2910FERRY ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2910FERRY ST
1308,2917TIMBERLINE,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,2917TIMBERLINE
1309,2920OAK,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2920OAK
1310,2920PEARL ST,4.0,82.5,65.0,50.0,50.0,50.0,82.5,180.0,2920PEARL ST
1311,2925VAN BUREN ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2925VAN BUREN ST
1312,2952ELYSIUM,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,2952ELYSIUM
1313,2979W.15TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,2979W.15TH
1314,29840 WILLOW CREEK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,29840 WILLOW CREEK
1315,29TH & WILLAMETTE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,29TH & WILLAMETTE
1316,2ND AVE FERRY ST MILL ST,11.0,4.36363636364,9.70847801947,0.0,0.0,0.0,0.0,24.0,2ND & FERRY
1317,2ND AVE HIGH ST FERRY ST,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2ND & HIGH
1318,2ND AVE HIGH ST MILL ST,4.0,7.5,15.0,0.0,0.0,0.0,7.5,30.0,2ND & HIGH
1319,2ND AVE HIGH ST PEARL ST,5.0,4.8,10.733126292,0.0,0.0,0.0,0.0,24.0,2ND & HIGH
1320,2ND AVE PEARL ST HIGH ST,13.0,9.23076923077,12.152872405,0.0,0.0,0.0,24.0,24.0,2ND & PEARL
1321,300 BLK MONROE,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,300 BLK MONROE
1322,300 BLKMONROE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,300 BLKMONROE
1323,300 BLOCKFIR LN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,300 BLOCKFIR LN
1324,300 BLOCKLA CASA,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,300 BLOCKLA CASA
1325,300 BLOCKMONROE,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,300 BLOCKMONROE
1326,300 BLOCKN.POLK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,300 BLOCKN.POLK
1327,300 BLOCKSYCAMORE,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,300 BLOCKSYCAMORE
1328,300 BLOCKW.14TH,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,300 BLOCKW.14TH
1329,300 CREST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300 CREST
1330,300 VALEY RIVER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,300 VALEY RIVER
1331,3000 BLK POWELL (NEAR 3035),1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3000 BLK POWELL (NEAR 3035)
1332,3000 BLOCKCROSS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000 BLOCKCROSS
1333,3000 BLOCKFLORA HILL,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,3000 BLOCKFLORA HILL
1334,3000 BLOCKKENTWOOD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3000 BLOCKKENTWOOD
1335,30014TH AVE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,30014TH AVE
1336,3015 POTTER ST.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3015 POTTER ST.
1337,3039BRETT LP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3039BRETT LP
1338,3049ASHLEY LP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3049ASHLEY LP
1339,3056 KENTWOOD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3056 KENTWOOD
1340,3081 WEST 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3081 WEST 11TH
1341,31,80.0,3.2625,8.84285272431,0.0,0.0,0.0,0.0,30.0,31
1342,3100 BLOCKWOOD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3100 BLOCKWOOD
1343,311 COBURG RD.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,311 COBURG RD.
1344,"311 COBURG ROAD, ALBERTSONS",1.0,0.0,,0.0,0.0,0.0,0.0,0.0,"311 COBURG ROAD, ALBERTSONS"
1345,3111KEVINGTON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3111KEVINGTON
1346,315MADISON,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,315MADISON
1347,3179W.14TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3179W.14TH
1348,318MIRA,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,318MIRA
1349,3200 BLK KINSROW,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,3200 BLK KINSROW
1350,3200 BLKKINSROW,6.0,5.0,12.2474487139,0.0,0.0,0.0,0.0,30.0,3200 BLKKINSROW
1351,3200 BLOCKCROSS,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,3200 BLOCKCROSS
1352,3200 BLOCKMEADOW LN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3200 BLOCKMEADOW LN
1353,3200 KINSROW,8.0,3.75,10.6066017178,0.0,0.0,0.0,0.0,30.0,3200 KINSROW
1354,320JACKSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,320JACKSON
1355,3215MEADOW LN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3215MEADOW LN
1356,3220MEADOW,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,3220MEADOW
1357,3220MEADOW LN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3220MEADOW LN
1358,3225 KINSROW,9.0,13.3333333333,15.8113883008,0.0,0.0,0.0,30.0,30.0,3225 KINSROW
1359,323 W. 12TH AVE.,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,323 W. 12TH AVE.
1360,325W.12TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,325W.12TH
1361,327ADAMS ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,327ADAMS ST
1362,327E. 15TH,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,327E. 15TH
1363,329E 8TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,329E 8TH
1364,3300 BLK. BOARDWALK,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,3300 BLK. BOARDWALK
1365,3300 BLK. REGENT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3300 BLK. REGENT
1366,3300 BLK.BOARDWALK AVE.,5.0,12.0,16.4316767252,0.0,0.0,0.0,30.0,30.0,3300 BLK.BOARDWALK AVE.
1367,3300 BLKBARDELL,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,3300 BLKBARDELL
1368,3300 BLKBOARDWALK,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0,3300 BLKBOARDWALK
1369,3300 BLOCKCROSS,2.0,90.0,127.279220614,0.0,45.0,90.0,135.0,180.0,3300 BLOCKCROSS
1370,3300 KINSROW,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3300 KINSROW
1371,3300BLKKINSROW,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3300BLKKINSROW
1372,330W.23RD,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,330W.23RD
1373,332 W 15TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,332 W 15TH
1374,3325TH AVE E,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3325TH AVE E
1375,3333 W 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3333 W 11TH
1376,3333 W 11TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3333 W 11TH AVE
1377,3333 WEST 11TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333 WEST 11TH
1378,3333 WEST 11TH - FRED MEYER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333 WEST 11TH - FRED MEYER
1379,335LASSEN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,335LASSEN
1380,3380 HARLOW RD.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3380 HARLOW RD.
1381,33RD @ HILYARD,1.0,40.0,,40.0,40.0,40.0,40.0,40.0,33RD @ HILYARD
1382,33RD AVE HILYARD ST FERR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33RD & HILYARD
1383,34,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
1384,3400 BKK. KINROW AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3400 BKK. KINROW AVE
1385,3400 BLK. COMMNS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400 BLK. COMMNS
1386,3400 BLK. COMMONS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3400 BLK. COMMONS
1387,3400 BLK. KINSROW AVE.,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0,3400 BLK. KINSROW AVE.
1388,3400 BLK.COMMONS,3.0,4.0,6.92820323028,0.0,0.0,0.0,6.0,12.0,3400 BLK.COMMONS
1389,3400 BLK.KINSROW,8.0,8.75,16.420805618,0.0,0.0,0.0,7.5,40.0,3400 BLK.KINSROW
1390,3400 BLKCOMMONS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400 BLKCOMMONS
1391,3400 BLKCOMMONS @ BRIDGE,4.0,6.0,12.0,0.0,0.0,0.0,6.0,24.0,3400 BLKCOMMONS @ BRIDGE
1392,3400 BLKCOMMONS @ KINSRO,10.0,6.0,12.6491106407,0.0,0.0,0.0,0.0,30.0,3400 BLKCOMMONS @ KINSRO
1393,3400 BLKHARLQW @ HONEYSU,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400 BLKHARLQW @ HONEYSU
1394,3400 BLKKINSROW,6.0,5.0,12.2474487139,0.0,0.0,0.0,0.0,30.0,3400 BLKKINSROW
1395,3400 BLKKINSROW @ COMMON,14.0,4.28571428571,10.894095588,0.0,0.0,0.0,0.0,30.0,3400 BLKKINSROW @ COMMON
1396,3400 BLOCKBERMUDA,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3400 BLOCKBERMUDA
1397,3400 BLOCKCOMMONS DR,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3400 BLOCKCOMMONS DR
1398,3400 BLOCKKINSROW,2.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,3400 BLOCKKINSROW
1399,3400 COMMONS,8.0,15.0,16.0356745147,0.0,0.0,15.0,30.0,30.0,3400 COMMONS
1400,3400 KINSROW,3.0,23.3333333333,20.8166599947,0.0,15.0,30.0,35.0,40.0,3400 KINSROW
1401,3400BLK KINSROW,1.0,15.0,,15.0,15.0,15.0,15.0,15.0,3400BLK KINSROW
1402,3400BLK. BARDELL AVE.,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,3400BLK. BARDELL AVE.
1403,3400BLK. COMMONS DR.,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,3400BLK. COMMONS DR.
1404,3400BLKCOMMONS @ KINSROW,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3400BLKCOMMONS @ KINSROW
1405,3400W.1ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3400W.1ST
1406,3450 JACOBS DRIVE,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3450 JACOBS DRIVE
1407,346LASSEN LN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,346LASSEN LN
1408,3480CHEVY CHASE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3480CHEVY CHASE
1409,3485 KINSROW,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3485 KINSROW
1410,3486JACOBS LN,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,3486JACOBS LN
1411,35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
1412,3500 BLK KINSROW,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,3500 BLK KINSROW
1413,3500 BLK. EMERALD ST.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3500 BLK. EMERALD ST.
1414,3500 BLKEMARALD E/S,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3500 BLKEMARALD E/S
1415,3500 BLKEMERALD ST @ ONY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3500 BLKEMERALD ST @ ONY
1416,3500 BLKKINSROW,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0,3500 BLKKINSROW
1417,3500 BLOCKHARLOW RD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3500 BLOCKHARLOW RD
1418,3500 BLOCKONYX PLACE,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3500 BLOCKONYX PLACE
1419,3500 KINSROW,5.0,6.0,13.416407865,0.0,0.0,0.0,0.0,30.0,3500 KINSROW
1420,3500BLKCOMMONS,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,3500BLKCOMMONS
1421,3500EMERALD ST,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500EMERALD ST
1422,3525COMMONS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3525COMMONS
1423,355 E. 40TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,355 E. 40TH
1424,358 15TH AVE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,358 15TH AVE
1425,3580 KINSROW,4.0,15.0,17.3205080757,0.0,0.0,15.0,30.0,30.0,3580 KINSROW
1426,3580CONCORD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3580CONCORD
1427,35W.30TH,2.0,130.0,70.7106781187,80.0,105.0,130.0,155.0,180.0,35W.30TH
1428,36,33.0,3.27272727273,9.01135647139,0.0,0.0,0.0,0.0,30.0,36
1429,36 N. JEFFERSON (ACROSS),1.0,0.0,,0.0,0.0,0.0,0.0,0.0,36 N. JEFFERSON (ACROSS)
1430,3600 BLK POTTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3600 BLK POTTER
1431,3600 BLOCKBERKSHIRE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3600 BLOCKBERKSHIRE
1432,3600 BLOCKOXBOW,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3600 BLOCKOXBOW
1433,3600 BLOCKW.4TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3600 BLOCKW.4TH
1434,3600 BLOCKW.5H,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3600 BLOCKW.5H
1435,3630 HARLOW RD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3630 HARLOW RD
1436,3659W.18TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3659W.18TH
1437,3662PLUMTREE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3662PLUMTREE
1438,366CLARK,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,366CLARK
1439,3700 BLOCKCONCORD,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,3700 BLOCKCONCORD
1440,3700 BLOCKHILYARD ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,3700 BLOCKHILYARD ST
1441,3700 BLOCKMARSHALL,2.0,40.0,14.1421356237,30.0,35.0,40.0,45.0,50.0,3700 BLOCKMARSHALL
1442,3725PEPPERTREE DR,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3725PEPPERTREE DR
1443,3740DOVE LN,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3740DOVE LN
1444,3741PEPPERTREE DR,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3741PEPPERTREE DR
1445,375RUSTIC,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,375RUSTIC
1446,3773PEPPERTREE DR,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3773PEPPERTREE DR
1447,3790UNIVERSITY ST,1.0,25.0,,25.0,25.0,25.0,25.0,25.0,3790UNIVERSITY ST
1448,379N.SENECA,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,379N.SENECA
1449,3800 BLOCKPEPPERTREE DR,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3800 BLOCKPEPPERTREE DR
1450,3800 BLOCKSTEWART,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,3800 BLOCKSTEWART
1451,3800 BLOCKWESTLEIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3800 BLOCKWESTLEIGH
1452,3806 DOVE LANE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,3806 DOVE LANE
1453,3820ONYX ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3820ONYX ST
1454,3824PATTISON,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3824PATTISON
1455,3836PATTISON,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3836PATTISON
1456,385 15TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385 15TH AVE
1457,3860 DOVE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,3860 DOVE
1458,3868ALBAN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3868ALBAN
1459,388 W 13TH AVE,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,388 W 13TH AVE
1460,3885JANISSE,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3885JANISSE
1461,389FERRY ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,389FERRY ST
1462,390 ADAMS,2.0,150.0,42.4264068712,120.0,135.0,150.0,165.0,180.0,390 ADAMS
1463,390 BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,390 BROADWAY
1464,3900 BLOCKPOTTER ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900 BLOCKPOTTER ST
1465,3909ALBAN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3909ALBAN
1466,3911 ALBAN,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,3911 ALBAN
1467,3918JOSH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3918JOSH
1468,3921N.CLAREY,4.0,147.5,65.0,50.0,147.5,180.0,180.0,180.0,3921N.CLAREY
1469,3922W.1ST,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,3922W.1ST
1470,3937 LANGTON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3937 LANGTON
1471,393MIRA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393MIRA
1472,3941N.CLAREY,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,3941N.CLAREY
1473,3950 POTTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3950 POTTER
1474,395MAR LP,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,395MAR LP
1475,3969N.CLAREY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3969N.CLAREY
1476,3977 N. CLAREY,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,3977 N. CLAREY
1477,398 WEST 20TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398 WEST 20TH
1478,3990 WEST 12TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,3990 WEST 12TH
1479,3990W.12TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,3990W.12TH
1480,39CEDAR,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,39CEDAR
1481,3RD & COBURG,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3RD & COBURG
1482,3RD & JACKSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3RD & JACKSON
1483,3RD AVE @ LAWRENCE,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,3RD AVE @ LAWRENCE
